author,title,comment,rate,vote,country,updated
9876492084,Problème avec les nouvelles maj,"Globalement je n'ai jamais eu aucun soucis, le service proposé et fourni et top, pas de problème là dessus!En revanche depuis les dernières maj, impossible depuis mon iPhone 5s de pouvoir ajouter quoi que ce soit à mon panier depuis l'app! Je ne vois apparaître que des adresses html ce qui est plutôt gênant!",3,0,fr,2017-12-26T01:39:03-07:00
Samish 22,Nul,Application nulle !! Et encore je reste poli. Ex : je recherche home cinéma elle me propose des pulls 🤔🤔🙄🙄... tant pis j aurai au moins essayé,1,0,fr,2017-12-23T22:10:24-07:00
Lilah01,Bémol,"App esthétique, design, fluide, marques intéressantes mais délais approximatifs de livraison connus qu’après l’achat, photos pas assez détaillées au niveau du zoom, frais de livraison parfois rédhibitoires pour l’achat. À voir, utilisation à poursuivre, motivée par les livraisons rapides!",3,0,fr,2017-12-22T07:11:47-07:00
Fullback59,A fuir,Service client qui transmet les infos à un autre service qui doit gérer les problèmes et rappeler les clients,1,0,fr,2017-12-20T03:08:28-07:00
Bishoper360,Beaucoup trop lente,"Au démarrage surtout, c'est une catastrophe !!! Inconcevable !!!",1,0,fr,2017-12-19T22:45:45-07:00
Mom2guir3,Application très lentes,"Inadmissible en 2017 d'avoir une application aussi lente, des fois 1 minute avant de voir une vente ou un article apparaître",1,0,fr,2017-12-19T22:43:09-07:00
Tristanto22,Application et espace décevant,"Je suis client sur vente privée depuis plusieurs année jamais déçu concernant la livraison ou quoi que ce soit mais là à plusieurs reprise j’essaye de me connecter et ça fonctionne pas. Alors que demain j’y retournerais et sa marchera, c’est pas la première fois que ça me déconnecte tout seul et que je peut pu me reconnecter tout seul ...",1,0,fr,2017-12-16T16:02:24-07:00
5Steve,Impossible de se connecter,Que ce soit via Facebook ou via l’email + mot de passe on ne peut plus accéder à son compte... ça sent la baisse de chiffre d’affaires!,1,0,fr,2017-12-16T15:51:51-07:00
lélé👻,Catastrophique,"Je suis extrêmement déçue du SAV, ainsi que de l’arrivée à plusieurs reprises de colis détériorés. Je pense qu’il serait nécessaire de faire un effort sur l’emballage des produits afin qu’ils arrivent entiers à destination ! Le SAV est incompétent, ils assurent une prise en charge des dossiers et des réponses rapides, mais sans les solliciter plusieurs fois aucune réponse de leur part ! J’ai également un colis qui se balade je ne sais où, probablement volé. Je trouve ça inadmissible. Pour ce dédommager ils créditent de vulgaires bons d’achats. Ils se moquent royalement du monde ! Si déjà il faut batailler pour un bon d’achat, je n’ose imaginer pour un remboursement ! Application à éviter ! Ils ne sont pas sérieux !",1,0,fr,2017-12-12T01:41:47-07:00
ingrouche,Lien parrainage 10€ reduc,"Hey, j’ai un bon plan shopping pour toi ! Sur vente-privee, je retrouve mes marques préférées à des prix supers sympas. Mode, high-tech, déco, gastronomie…tout y est ! https://secure.fr.vente- privee.com/ExternalLinks/PSL.ashx?cypher=JWPKk8SK%2FsOgzlfETLQQauibGksU4Y6HGIEqlO7CzOY%3D",5,0,fr,2017-12-10T07:36:46-07:00
Pibab,Ne tient pas ses engagements !!!,"2eme commande annulée en un mois sur 4 commandes : la coupe est pleine !À quoi ça sert de proposer beaucoup de produits si c’est pour ne savoir tenir ses engagements ?J’ai commandé, j’ai payé, j’ai attendu... au-delà de la date prévue : ils invoquent des problèmes (lesquels ? Aucune précision) ... pour que 3 semaines après ils annulent sans aucun dédommagement !!!À quoi puis-je m’attendre pour Noël ?En plus ça ne les dérange pas de se faire de l’argent sur notre dos (2 mois de trésorerie entre le moment oú je paye et celui où j’espère être remboursé)!Je suis un client depuis les débuts mais c’est devenu n’importe quoi : un vrai scandale.",1,0,fr,2017-12-09T14:37:48-07:00
Offelii,Toujours les mêmes bugs qui reviennent lors des mises à jour...,"Bonjour,Il y a (encore) un problème avec la dernière mise à jour, les liens sont apparents donc l'application devient illisible. Impossible de suivre ses commandes, de commander correctement... et ça fait plusieurs fois que ce bug apparaît après une mise à jour de votre application, il serait temps de faire quelque chose. Du coup je vais zapper l'application tant qu'elle ne sera pas lisible, car impossible de savoir à quoi correspondent les boutons. De plus je confirme qu'il est de plus en plus fréquent de voir des retards de commande, des annulations très tardives d'une partie des commandes, ainsi que la réception d'articles présentant des défauts (rayures/griffures sur des articles en cuir) ou dont la description était erronée (présenter un sac comme étant en cuir et le recevoir en plastique, couleur annoncée qui ne correspond pas...) surtout lors des vente ""One Day"".Heureusement, le service client est compréhensif et les demandes de retours sont bien traitées, mais lorsque l'on souhaitait absolument  recevoir un article, on est tout de même finalement déçu.  Comme beaucoup, je fini par lui préférer son concurrent à cause de tous ces problèmes. Réagissez s'il vous plaît !",1,1,fr,2017-12-06T23:22:48-07:00
Scaltoulousain31,Stop codage avec les pieds,ARRÊTEZ DE CODER AVEC VOS PIEDS ET SORTIR DES MAJ HISTOIRE DE DIRE QUE VOUS AVEZ FAIT UNE MAJ EST PATHÉTIQUE !L’APP EST TOUJOURS AUSSI LONGUE À LA DÉTENTE (IPAD PRO 10 POUCES) ET BON WIFI.SORTEZ VOUS LES DOIGTS OU ON IRA VOIR LES CONCURRENTS ...,1,0,fr,2017-12-06T13:45:55-07:00
dit_no,App 15 fois trop lourde,"Si vous avez le malheur d être en 3g, vous pouvez poser votre journée pour accéder à une vente. Le bandeau des one-day quelle bonne idée, même pas le temps de voir une vente que ca passe a l autre, résultat vous avez cliquer sur celle que vous ne souhaitiez pas voir.",1,0,fr,2017-12-05T10:41:09-07:00
Leila Li,Bugs triche et match !,"Appli qui se ferme de façon intempestive, navigation peu optimisée surtout dans l’espace perso.Impossible de faire une demande de de retour ou une annulation via l’appli mobile.Service client nullissime qui ne comprend pas les demandes, voire qui ne répond pas.Toujours prompt à débiter, c’est une autre histoire pour se faire rembourser !!Beaucoup d’articles achetés sont en réalité indisponibles, résultat : une livraison repoussée à chaque fois de 10 jours jusqu’à 3 fois de suite pour au final s’entendre dire que la vente ne sera pas honorée.Prenez votre mal en patience pour être remboursé ! Ils préfèrent vous faire poireauter un maximum, pendant de temps l’argent travaille pour eux !Certaines promos sont mensongères : les prix barrés sont gonflés artificiellement et il n’est pas rare de trouver les articles au même prix voire moins cher Sur Amazon.Si vous cherchez un site de ventes privées avec un service clients qui ne prend pas les clients pour des imbéciles , allez plutôt voir du côté de showroomprive, là au moins il n’y a pas de problèmes pour se faire rembourser !",1,0,fr,2017-12-05T10:39:07-07:00
maryannne,Bof,"Dans les débuts ou j’ai utilisée vente privée tout été très bien mais récemment j’ai fais 5 ventes, et dans c’est 5 ventes, il y a toujours eu un article non livré et a chaque fois on me dis que c’est exceptionnel, que cela n’arrive jamais ... je recommande de moins en moins ce site, je préfère showroom privée même si defois les délais de livraison sont long... 1 mois d’attente",2,0,fr,2017-12-05T07:59:32-07:00
pumba1302,Problème,Depuis la mise à jour c’est en anglais C’est chiant...,3,0,fr,2017-12-03T07:21:02-07:00
Ras le bol de rentrer des noms,Mensonger,"Site mensonger qui vous envoie des annonces de ventes inexistantes qui vous intéressent, ils savent ce qui vous intéresse par les cookies, vous envoient une alerte, vous vous précipitez sur leur site, guettez pendant des jours et… rien.Vous vous êtes fait entuber!!!",1,0,fr,2017-12-03T01:35:36-07:00
Minkk86,Pourri,L’application la plus pourri qui existe ! On ne peux pas faire les réclamations depuis lapplication ni rien et sa bug tout le temps,1,0,fr,2017-11-30T09:23:58-07:00
Choupinata,Catastrophique,"J’ai commandé en début octobre rien ne m’a jms été livré, j’ai écrit plusieurs mails demandant des remboursements : rien, qd le site m’écrit c’est pour dire que les commandes auront du retard mais on est absolument pas informé sur quel délai de livraison au final. Au tel, là seule chose qu’on est capable de nous dire c’est «  oui je comprends mais rien n’est fait » je suis à bout j’ai donc 300€ qui se baladent ds la nature je vais donc saisir le médiateur de la fevad car ceci est purement inadmissible ! Rendez-vous service et évitez ce site.",1,0,fr,2017-11-29T04:11:11-07:00
ARuds,Catastrophique,Je ne comprends pas comment est ce que l’on peut laissé une telle application plus de 10jours sans correctifs pour l’ensemble des boutons contenant le path complet affiché style : mobile.sales/Product/text.shareApprenez à développer des applis. Et surtout restez réactif en cas de gros bugs du genre.,1,0,fr,2017-11-26T05:20:35-07:00
Ttres bien,Problème de livraison,Toujours de retardé de envoyer nous colis. Et  l’application je trouve nul. 👎😔,1,0,fr,2017-11-25T04:49:44-07:00
Isabelya,De moins en moins bien,"L’appli fige ou se ferme sans raison.De plus en plus de pub ou de « ventes » qui ne présentent qu’un produit par taille.Délais de livraison non respectés et livraisons où on doit attendre à la maison de 8 h à 18h pour de gros articles.SAV qui ne répond pas, oublie votre dossier ...Dommage !",2,0,fr,2017-11-25T00:29:25-07:00
Mafoudes,Bug sur l’animation,Cette nouvelle version bug sur l’animation du début...impossible pour moi d’accéder aux ventes...,1,0,fr,2017-11-23T23:11:46-07:00
Alxxx0913,Mise à jour bug,L'application ne fonctionne plus avec la dernière mise à jour. Bug page blanche à l'entrée,4,0,fr,2017-11-23T22:23:00-07:00
O_ralee,Bien mais...,Je pense qu’une mise à jour est nécessaire : tous les liens sont apparents et les boutons sont illisibles !!,3,0,fr,2017-11-23T11:23:01-07:00
Mikeul84,Appli inutilisable sur iPhone,"Depuis plusieurs versions déjà, l’appli est inutilisable. Les libelles des boutons sont remplacés par des commandes du type mobile.button... bla-bla-bla. Vous recettez jamais votre appli avant de la publier ? Je dois pas être le seul sur iPhone je pense !!",1,0,fr,2017-11-23T05:53:23-07:00
mimi3369,Super appli,"J’adore cette appli, mais j’aimerai que les ventes du jours soit en haut comme avant.",4,0,fr,2017-11-23T00:14:26-07:00
Loupiott,De moins en moins bien,Prix semblent avantageux mais on trouve souvent moins cher facilement. Il faut impérativement vérifier avant de commander car il y a de nombreuses fausses bonnes affaires. Je ne commande plus de meubles car à 3 reprises ces derniers étaient endommagés.Par contre excellent service clientèle !,3,0,fr,2017-11-20T14:21:41-07:00
Bloupboup,De la M****,Si j’avais pu mettre aucune étoile je l’aurais fait.Compte bloqué parce que je me suis trompé 2 fois de mot de passe. Je réinitialise le mot de passe et là toujours impossible de ce connecter. Et sinon on est même pas averti par mail de ce genre de chose.En clair génial 👍🏼 de la dobe.,1,0,fr,2017-11-20T00:40:25-07:00
samohTP,Jolie mais compliquée,"Très jolie appli mais de plus en plus complexe à utiliser.Gros problèmes rencontrés après mise à jour, obligé de la supprimer et de la réinstaller.Les prix conseillés sont bien souvent exagérés, c'est désagréable de se sentir manipulé.",3,0,fr,2017-11-19T02:35:33-07:00
Winss22410,Ne fonctionne plus depuis dernière Maj,Ne fonctionne plus depuis dernière Maj,1,0,fr,2017-11-19T02:16:39-07:00
Bouboulette013,Bugs depuis dernière mise à jour,L’appli saute depuis la dernière mise à jour. Très lent et l’appli se ferme seule!!! On ne voit plus les ventes en cours et celles à venir...,1,0,fr,2017-11-19T02:07:42-07:00
Tetejaune,En un mot : Lenteurs,On sent toute la lourdeur de l'application dès le 1er chargement. Ensuite c'est une succession de chargements tous plus lents les uns que les autres entre chaque vente voir même entre chaque produit. C'est insupportable et il faut vraiment être motivé pour vouloir acheter quelque chose !,1,0,fr,2017-11-19T02:03:21-07:00
Tayeb93,Belle application mais,Belle application mais le temps de chargement est lent. La navigation est par conséquent pas fluide et me pousse à quitter l’application. Dommage,3,0,fr,2017-11-19T00:22:48-07:00
nanou44,A améliorer,"La toute dernière version présente enfin le % de réduction sur chaque produit. Cependant, il faudrait encore :- connaître, pendant la navigation sur une vente, la date de livraison prévue ( il peut y avoir plus d’un mois de délai)- pouvoir annuler une commande sur mobile car les améliorations ne concernent encore sur ce site que l’application mobile,- connaître la date de 1ère mise en vente des articles (je connais l’application pc et mobile depuis le tout début et je revois dans certaines ventes des produits sur plusieurs ventes voire plusieurs années) et la date de production des articles puisque la plupart du temps ce sont des articles soldés (cf législation).A savoir également que la réception des commandes peut réserver des surprises : des colis peu discrets (avec le célèbre rose VP) et des cartons surdimensionnés au vu du contenu... qui dès lors ne peuvent être insérés dans une boîte aux lettres.VP reste encore une référence pour la diversité des marques et c’est aujourd’hui son principal (son seul ?) atout vis à vis de sa concurrence.",2,0,fr,2017-11-18T23:35:05-07:00
Opruvot1@3,Ça ne fonctionne plus depuis la dernière maj sur iPhone 8,Dommage moi qui voulais faire une commande,1,0,fr,2017-11-18T08:31:45-07:00
ATA100T,Très pratique. Recevez 12 € de parrainage code JEAadwf1,"Très bonne application de vente privée. Recevez un bon de 12 € si inscription à la newsletter. Vous recevrez également un cadeau (bon d’achat de dix euros pour votre anniversaire) en entrant votre date de naissance sur la page dédiée. Des votre inscription sur le site, entrer le code privé de parrainage en cochant la case réservée et suivez les instructions à l’écran.Code JEAadwf1",4,2,fr,2017-11-17T15:43:00-07:00
Noaromyc,Escroqueries,oublier vite ce site une escroqueries !!!! Ne vous livre jamais vos articles et rembourse 2 /3 mois après...,1,0,fr,2017-11-15T02:51:33-07:00
Cleclems1335,Arrêtez de mentir,"Alors, le ""Promis, on ne vous enverra que des publications des ventes auxquelles vous êtes abonnés"", oui oui bien sûr !!! J'en reçoit plein qui ne sont pas pertinentes et n'ont rien à voir avec mes ventes !!!Arrêtez de mentir aux utilisateurs !",1,0,fr,2017-11-14T12:14:37-07:00
Stephir,Bug,Malgré la dernière mise a jour. Toujours un bug sous iphone. Les boutons de navigation apparaissent en lien en anglais. Nul !!!!!!,1,0,fr,2017-11-13T14:52:14-07:00
Scorpys 49,Des mises a jours qui bug,Depuis 2 mises à jours il manque plein de vignette affiche sur la. Page d accueil et quand on clique ça dit erreur,4,0,fr,2017-11-13T12:54:40-07:00
Avis49,De plus en plus désagréable à utiliser,"Lenteur de chargement, lenteur d'affichage, application qui mouline et qui bloque, tout cela devient très irritant .....Pour ce qui concerne les ventes on tourne un peu en rond : nombreuses marques qui reviennent sans cesse et souvent avec les mêmes articles. Il ne faut pas hésiter à comparer les prix ailleurs sur le net car si il y a quelques offres intéressantes, d'autres ne le sont pas du tout. Dommage car dans ces débuts l'appli était bien mais aujourd'hui c'est un gros ""bof"".  Le début de la fin ?",2,0,fr,2017-11-13T12:51:12-07:00
Hello street89,Affichage aléatoire,"Depuis la dernière mise à jour, affichage très lent et aléatoire pour les bannières sur la page d'accueil et sur les articles.",1,0,fr,2017-11-13T12:29:06-07:00
Popolon20b,Dernière mise à jour,La dernière mise à jour est une cata la moitié des fenêtres des produits n’apparaissent pas.,2,0,fr,2017-11-13T10:31:48-07:00
Piquachou,Temps réel,"Bonjour, comme vous communiquez pas mal sur des horaires de mise en vente sur certaines marques c’est  dommage de ne pas recevoir la push notification 5 minutes avant l’ouverture de la vente",2,0,fr,2017-11-13T09:40:53-07:00
chipiedunet,Bugs à régler,Appli qui se ferme continuellement de façon intempestive dès que l'on fait défiler les articles au sein d'une vente. C'est pénible et les mises à jour régulières n'ont toujours pas solutionné le problème !Manque le visuel de certaines ventes depuis quelques temps.La dernière mise à jour n'a rien réglé !,1,0,fr,2017-11-13T08:12:34-07:00
BULLE3181,Bugs,Cases vides. Temps de téléchargement interminable qui empêche d'avoir accès à des ventes vraiment intéressantes car il ne reste plus rien quand on peut entrer. Frais élevés. Pas très intéressant au final. Je crois que je supprime. Dommage ......,1,0,fr,2017-11-12T23:07:40-07:00
Seb The Fisher,Mise  jour pourrie-amateurisme,"Visiblement la dernière mise à jour n’a pas été vérifiée.Certains liens sur des ventes ne fonctionnent pas.Certaines images de vente ne s’affichent, bref... allez voir showroom privé, ça fonctionne bien",1,0,fr,2017-11-12T01:59:38-07:00
Serrios,"Vite, un correctif !","Depuis la dernière mise à jour, l’appli est quasiment inutilisable",1,0,fr,2017-11-12T01:12:50-07:00
Lamuse17,Ne fonctionne plus très bien,"Ce matin mêmes ventes qu’hier, certains boutons ne sont plus visibles, c’est la cata.",1,0,fr,2017-11-11T00:14:52-07:00
Isa85fr,Une mise à jour vite !!!!!!!!,Application lente avec des menus incompréhensibles ... il faut réagir VP ... rien ne va plus...,1,0,fr,2017-11-09T14:02:41-07:00
Sdfffgggtrrdfffccgggvjhgcvbf,Rien de dispo,Sur undiz presque aucun push up n’est disport et le peut d’autre article c’est du bonnet A ou Xs pour tout les autre vetementPremier site ou il n’y a qu’un article sur 20 proposer qui est en stok,1,0,fr,2017-11-06T21:30:37-07:00
Kriss12072014,De pire en pire,"« Oups » à quasiment tous les lancements, une fois qu’on est enfin connecté, tout est lent, un peu de qualité ne ferait pas de mal...",1,0,fr,2017-11-05T01:24:01-07:00
Onyxcool,Vente privée est devenue nulle,"Je trouve Vente-Privée largement moins bien niveau vente niveau vendeurs niveau marques !!!Beaucoup beaucoup de marques inconnus, de fausses affaires. Il n'y a plus rien de privé, ni d'exceptionnel ..!  J'invite ceux qui liront mon commentaire à aller vérifier sur Amazon avant d'acheter. Ps : excusez moi pour les fautes !",1,0,fr,2017-11-04T13:49:51-07:00
Theoneleavingfb,Problème avec la nouvelle MAJ ?,La nouvelle mise à jour empêche d’accéder aux ventes.,1,0,fr,2017-11-04T09:10:49-07:00
elo30000,Frai de port et de retour exorbitant,"Les frais de port sont excessif et les frais de retour à notre charge et d une valeur de 7€ vraiment trop élevés comparer à d autre site de vente privé. Trop de bug, des chargements interminables, des ventes inaccessibles... Je commence à être vraiment dessus et finirai pas plus commander",1,0,fr,2017-11-03T09:05:44-07:00
Dim971,Impossible de naviguer correctement,"Toujours autant de bug a chaque mise à jour de l’application...Vous devriez envisager une refonte complète de votre application! Je ne parviens pas à  accéder à certaines ventes. Lorsque je sélectionne une vente, rien de ne passe et l’application freeze. Un conseil revoyez tout sinon vous perdrez des clients à commencer par moi, sachant que la concurrence existe.",1,0,fr,2017-11-02T23:48:49-07:00
Tekel1664,Service client nul,"N’ayant pas moyen de faire une réclamation au service client par mail !!! Bien que nous soyons bientôt en 2018!!! mais uniquement par courrier, je le fais ici afin de prévenir les personnes comme moi. En effet VP vantant sa qualité de service, se permet de refacturer plus cher les retours que les frais de livraison, suite à un achat effectué, sans parler du fait qu’il y a des frais de livraison à chaque achat. Ceci avec des délais de livraison hallucinants.Pas étonnant que le PDG de VP fasse des articles de presse annonçant un chiffre d’affaire en hausse et visant les 3 milliards d’euros de CA. Pour ma part et après avoir acheté chez VP durant de nombreuses années, je suis au regret d’annoncer mon dégoût profond et m’en retourne à un concurrent, certes américain mais qui a le sens du service... je vais donc supprimer cette appli. Toit ça pour dire que rien est laissé au hasard et que vous n’avez pas le droit à l’erreur.",1,0,fr,2017-11-02T13:27:05-07:00
Steph29121974,Bugs,Bugs à répétition avec des demandes de mot de passe qui sont erronés d après l appli ... bref showrooms fonctionne mieux,1,1,fr,2017-10-31T16:26:44-07:00
Sakina22,J’appréciai cette appli mais depuis quelques temps trop de beugs...,L’application est passée en anglais alors qu’elle était en français il y a quelques jours. L’application met un temps fou à charger et certaines ventes ne sont pas visibles car continuellement en charge. J’appréciai cette appli mais depuis quelques temps trop de beugs...,2,2,fr,2017-10-31T16:24:03-07:00
numide,Beugue souvent,Dorénavant de plus en plus lente au démarrage sur iPhone 6s. De fréquents bugs. Mouline fréquemment. Des messages incompréhensibles alors qu’on est connecté « vous devez être connecté au réseau pour accéder aux ventes ». L’application se dégrade au fil du temps. Conserve des offres de oneday qui sont caduques. Dommage.,1,0,fr,2017-10-31T15:19:55-07:00
Djeremie,Bug !!!,Trop long trop de chargement trop de bugs,1,0,fr,2017-10-31T15:14:34-07:00
Mac'sime,Bien moins chère ailleurs,Faire attention au faux tarifs afficher sur le site vente privé .Avec internet il est facile de comparer ... et votre site est très souvent plus chère . Ne parlons pas des délais de livraison ... amazon et Cdiscount etc le font en 1 jour .Je déconseille,1,0,fr,2017-10-30T03:27:47-07:00
Ketchat,Bug à répétition,"Quelque années que j'utilise cette application, mais la c'est des bugs à répétition. Il est grand temps de changer ça vente privée... vous perdez des clients",1,0,fr,2017-10-29T02:26:07-07:00
Laitfraise,Souci depuis maj,Un souci suite à mise à jour? Depuis les tiles des ventes ne s.affichent pas toutes.,2,0,fr,2017-10-28T02:49:21-07:00
plouplounette,Dommage que l’application soit en anglais,Dommage que l’application soit en anglais alors qu’elle était en français il y a quelques temps,2,0,fr,2017-10-28T00:23:56-07:00
Polo 007,Application bien,"Application fonctionne bien.Regardez les prix, ce n’est pas toujours plus intéressant que ce qu’on peut trouver par ailleurs...Dommage qu’on ne puisse pas demander de retour depuis l’application.Ces derniers temps j’observe des erreurs dans les livraisons qui diffèrent de la commande (taille incorrecte)",4,3,fr,2017-10-27T12:13:20-07:00
Reinettej,Excellent site de vente privée!! Par contre l'Application sur iOS à revoir !!!,"Super site! Service clients au top Par contre, l'application sur iPhone est à revoir: des bugs, erreur de téléchargement, tout le temps en train de télécharger (actualisation ?!!!!) des ventes qui disparaissent navigation très inconfortable!! Bref je préfère les toutes premières versions",1,0,fr,2017-10-27T07:59:21-07:00
Zinebzia,Do you speak french ?,L’application passe en anglais automatiquement... WHY ??? Si j’avais voulu mettre anglais en language principale je l’aurais fais de moi même...,1,0,fr,2017-10-25T15:56:37-07:00
Klaimanses,Application a revoir,"Application continuellement en train en bug.Le site charge mais n’affiche rien. Des délais d’expédition improbables (1mois voire 2 mois), des frais de retour à votre charge... ça ne me donne plus envie de commande chez VP",1,0,fr,2017-10-25T08:27:05-07:00
Nastrono,l’Application sur Apple Watch ne fonctionne pas,"aucune connexion avec l’application de l’iPhone, sur la watch l’application ne fonctionne pas et demande une identification sur le téléphone alors qu’elle est déjà faite. copie à revoir ?? Ca serait top d’apporter une petite maj svp !!!",3,0,fr,2017-10-24T07:17:35-07:00
Quickrom1,Appli d'une autre époque / prix bof,"L'appli rame, bug, saute, se ferme de manière intempestive. Tout pour désinviter à faire du shopping.Les prix ne sont pas si avantageux quand on ajoute les frais de port (prohibitifs : 7€ !!), Cdiscount fait aussi bien voire mieux à chaque coup.",2,0,fr,2017-10-23T01:36:03-07:00
Jbritany,Frais de retour à la charge du client !,"Qui possède encore des CGV avec les frais de retours à la charge du client aujourd’hui ???? 6,90€ a votre charge si votre produit ne vous convient pas... je dis non!",1,0,fr,2017-10-22T01:23:37-07:00
Ninouchalex,Application très bien mais en français ce serait mieux,Pourquoi avoir passé l’appli en anglais ?,4,0,fr,2017-10-22T00:52:17-07:00
Lavlou,La concurrence est mieux,"Trop de style sur le graphisme de la page que c’est tellement lent à s’ouvrir. Je viens de checker ma page de commande, j’ai attendu une minute et elle ne s’ouvre toujours pas. Le temps que l’application se lance avec tous ces boui-bouis pour faire joli, j’ai déjà eu le temps de passer une commande chez la concurrence. En plus le frais de traitement est cher chez VP pour la même marque et même article chez SH*********. Donc on va dire pas fameux mais peu mieux faire.",2,0,fr,2017-10-17T23:16:52-07:00
Zakary93,Attention fausses promotions,"Tournez votre chemin !!!site d’achat frauduleux .vous pensez faire de bonnes affaires c’est faut comparez toujours vos articles sur internet.en cas de litige ,de non livraison ,de problème avec votre article acheté le service après vente est la juste pour vous faire subir un mauvais traitement .",1,0,fr,2017-10-15T01:12:43-07:00
Jumatlé,Attention,Attention vous payer des commande non honorées! Les propositions de solutions sont maigres! L'annulation des commande est impossible et les frais de port une honte! Bon courage moi de mon côté j'essaie tant bien que mal a me faire remboursé!,1,0,fr,2017-10-14T04:07:47-07:00
Krystof033,Pb de connexion,Impossible de se connecter à mon compte !!!,1,0,fr,2017-10-11T06:06:22-07:00
Jordanfresco,Ne fonctionne plus,"Depuis la dernière MAJ, mon compte est « inconnu » et mon identifiant non existant... je ne peux plus me connecter",1,0,fr,2017-10-11T05:45:00-07:00
JackCellaire,"Ou est passe le bouton ""valider"" ?","Depuis la dernière mise à jour, je n'ai plus le bouton ""VALIDER ma commande"" sur mon Ipad2 et mon mini iPad ...Obligé de passer par mon iPhone ou par le site web ...",1,0,fr,2017-10-10T10:51:27-07:00
Bien!! :),Ne marche plus,"Avant l'appli fonctionnait très bien, maintenant c'est horrible d'aller sur cette appli un chargement beaucoup trop long à l'ouverture mais aussi dès qu'on veut ouvrir une vente ou avoir des détails sur un article bref à quand une bonne MAJ?????",1,0,fr,2017-10-07T13:09:00-07:00
Tomtom14500,Trop long,Délais de livraison bcp trop long .À ce jour produit commandé en septembre pour une livraison début octobre et toujours rien ( 7 octobre ).Réponse de vente privé : soucis sur le colis merci de patienter !Ouais sauf que moi j’aime pas patienter et j’ai déjà trop attendu ....De plus les prix sont loin d’être exceptionnel ! Faites un tour sur le net avant de vous lancer ....,1,0,fr,2017-10-06T23:19:29-07:00
Bine666,Impossible d’agrandir une photo,"Pour info, quand on est sur une vente et qu’on veut agrandir une photo de la page produit elle ne s’ouvre pas du tout et l’application plante.",2,0,fr,2017-10-05T07:46:17-07:00
Micca616,Bonne appli,"Bonjour, ce petit avis pour vous dire ma déception vis à vis de la nouvelle version de VP pour iPad. Aucune visibilité des offres one day ! Je me connecte depuis 4 ans minimum chaque matin, mais là, je ne m'y retrouve pas !  Trop déçue du nouveau design , je ne vois pas immédiatement les nouveautés du one day, impossible de zoomer, l offre reste en quart D écran, bref, trop déçue. Vite, faites quelque chose pour que je retrouve mon VP d' avant !merci",3,0,fr,2017-09-28T13:32:17-07:00
Ced912,Le royaume de la fausse promotion,"Cette application propose des promotions à la façons de celle de la préhistoire.Elle propose des produits souvent sympa, mais elle affiche un % de réduction basé sur un prix de vente surestimé ou qui reflète le prix du produit à sa sortie .Les promotions sont donc très rarement intéressantes et quand parfois elle le sont , car ça peut arriver, il faut payer des frais de livraisons qui sont dissuasifs Au final on se retrouve à passer du temps à chercher des bons plans qui n’existent presque jamais.C’est vraiment dommage car l’idée était bonne",1,0,fr,2017-09-28T08:39:35-07:00
Guillaumeb92,Manque le tri par prix,"Site de VP attractif. Prix intéressant. Délai de livraison moyen-long. Petit bémol, on ne peut pas trier les produits par prix, et ça c’est dommage.",4,0,fr,2017-09-27T12:09:50-07:00
DebohN,⚠️⚠️Une commande décevante 🚨⚠️⚠️,Cela fais maintenant 2 semaines que j'attend une commande et pas un seul mail pour me contacter. J'ai dû téléphoner par moi même avec un numéro payant pour savoir la raison que la commande met autant de temps à venir. Vraiment déçu de ma 2 eme commande sur vente privé.,2,0,fr,2017-09-25T21:36:59-07:00
RedFishUp,Une appli catastrophe,"Ouverture de vente à grande influence... tous les produits me sont passé sous le nez ! L’Appli rame complètement... des temps de chargement inimaginable et quand on est sur la page de l’article, impossible de mettre dans le panier. Lorsque vous changez la table des articles, impossible de parcourir le défilement des articles qui reste bloqué. Il faut quitter L’Appli et la relancer. J’ai abandonné au bout de 5min au vue de la calamité ...Et je suis bien déçu...",1,0,fr,2017-09-25T10:18:23-07:00
Cess87,Ameliorer,C’est une bonne appli mais trop de bugEt depuis combien de temps vous êtes sensé mettre les retours possible sur l’appli??Voila pourquoi vous avez qu’un 3 car il serait temps de se bouger un peu vente privé et pas de se reposer sur son succès,3,0,fr,2017-09-24T08:07:02-07:00
LylyneBN,J'adore,L'application est vraiment top,5,0,fr,2017-09-23T09:14:43-07:00
