author,comment,rate,date
Mouna Felicite Kipre,Super application,5,1491775200000
olivier martel,Bonne application,4,1491775200000
Tim Waél,J'aime !,5,1492034400000
Daniel sisi,Franchement cool,5,1491775200000
Geoffrey Delavaquerie,Très bien,5,1491775200000
Philippe Dessaigne,Super appli,4,1492034400000
Sébastien Delacroix,Super application,5,1491861600000
kaouther hocine,Excellent,5,1491775200000
Desty Montout,Super,5,1491861600000
maroookiiinaaa,"Grosse arnaque, fausses promo. Et si vous trouvez un prix d'un produit intéressant à quelques euros près : les frais de livraisons viendront aligner le prix vente privée et le prix en grande surface. Petite différence en grande surface vous avez le produit sur place. Passez votre chemin",1,1488927600000
Audrey mimi,"Service client médiocre, ma maman attend toujours son remboursement suite à un retour produit qui ne lui convenait pas. Malgrés mes relances par mail aucune réponse de la part du service client qui fait la sourde oreille. Son remboursement est en cours depuis une semaine et toujours rien sur son compte. Du gros foutage de gueule. Je suis très bonne cliente mais je suis en colère et déçue. Il ne faut pas avoir le malheur d'avoir un soucis ou de devoir faire un retour car on vous fait payer pour renvoyer le produit et en plus on vous rembourse pas votre du !!!",1,1500501600000
Beatrice Raffray,"Trop de relance du site frais de port beaucoup trop élevé, utilisation de grands cartons qui ne rentrent pas dans la boîte aux lettres en cas d'achats de petits articles , résultats,  il faut aller à la poste !!!! C'est très bien dommage, si cela changeait je commanderais sûrement plus souvent 😄",2,1490911200000
Maxime Bresson,Bien mais attention aux fausses économies. Gonfler le prix pour annoncer un rabais est interdit.. D ailleurs vente privée n'est elle pas devant la justice pour cette pratique illicite !!?,2,1489532400000
Marjorie NAMUROIS,Les frais de livraison sont une catastrophe... pour un article à 10 euros on paie 6.50€ de frais de port. Autant aller en magasin on paiera le même prix voir moins!,1,1489100400000
Riyad D,Nul,1,1491775200000
Breizh MABRO,ATTENTION : la plupart des produits ne sont pas de vrais promotions. Vérifiez bien avant de commander et n'hésitez pas à contacter la DGCCRF,1,1490482800000
Laetitia poulizac,Très très déçu. Pas sérieux en cas de problème. Cela fait 7 mois que j'ai renvoyer ma tablette qui ne fonctionnait plus. Et toujours rien. Et personne n'arrive à me dire ou ça en est. Vraiment dommage,4,1490223600000
Mourad Labiadh,Génial,4,1491775200000
Gregory Thibult,Parfait,4,1491861600000
Anne-Délia de ROQUEMAUREL,Parfait,5,1491775200000
Sandrine Donaddu,Sympa,4,1491775200000
Emma Cretté,Sympas,5,1491861600000
Rogério Silva,Bien,4,1492293600000
kader Meliani,Cool,5,1491775200000
David Chicaud,Super,5,1491775200000
oOdadahliaOo,"Rapide sérieux!  Quelques soucis dernièrement à afficher les photos et descriptions produits! De super affaires contrairement à ce qui peut être dit, il suffit de regarder les bon produits ;) Sav super de mon côté et cliente depuis 2005!",5,1490911200000
khaldoun bachar,J'adore,5,1491775200000
jebali youssef,Brilliant,5,1491775200000
Filou home,Cool,5,1491775200000
Didier Drouet,Bien,5,1491775200000
Julien MOREIRA,J'adore,5,1491775200000
Luc Langin,Nickel,5,1491775200000
Marie Selosse,Good,4,1491861600000
NeLs BaDR KOLLO,Cool,5,1491861600000
Uvaldo Julie,Cool,5,1491775200000
Julie Chaillou,Cool,5,1491775200000
Brigitte Heddebaux,Super,5,1491775200000
Marie Parisot,Sympa,4,1491775200000
Marie Barbet,Passable,3,1491861600000
Romain Verdier,Impeccable,4,1491775200000
,Excellent,5,1491775200000
Nicolas Duhamel,Pratique,4,1491861600000
Soldat de l'Éternel,Cool,5,1491775200000
Sandy Têtu,Cool,4,1491775200000
issam Ouammou,Nikel,4,1491775200000
namizata fofana,Bien,3,1491775200000
Aurelie Bellegy,Génial,5,1491775200000
Benj Mayitu,Cool,4,1491775200000
Pauline b,"J'ai commandé pour plus de 100€ l'autre jour. Alors déjà, pour chacune des ventes on paie des frais de port supplémentaires. J'ai reçu 2/3 de ce que j'avais commandé, à savoir que le 1/3 vente-privee l'a annulée sans me prévenir. Je n'ai toujours pas été remboursée et apparemment les frais de port ne le seront pas. Nous sommes le 08/12 et j'ai passé commande fin octobre. Je ne commanderai plus sur cette application et ne la conseillerai pas non plus.",1,1512687600000
Chloé De Muret,Top,5,1491516000000
,Fonctionne tres bien,5,1489186800000
,Très déçu l'application ne marche  plus obliger de la supprimé et de la retelecharger attention au frais de port trop élevé,1,1490223600000
Cynthia Loval,FDP TROP ÉLEVÉS !,4,1491516000000
,Frais de ports élevé retour payant a la charge du client.. stock trop rapidement épuisés..,3,1491256800000
mowgli boubou,Incapable de résoudre les problèmes. SAV nul de chez nul.je desinstalle cette application . l'enfer.,1,1490482800000
HD HD,"C'est plus ce que c'était, dommage.",1,1490137200000
FREDERIC REMOND,impossibilite de rentrer une date de naissance enfant pourl la configuration d'un voyage.,1,1489359600000
Clément LANDRIN,"Quelle déception, on vous donne l'impression de prix bas et de stock disponible, mais c'est une grosse coquille vide, passez votre chemin et allez faire les soldes comme tout le monde.",1,1489532400000
sofran george,Délais de livraison un peu exagéré pour des certaines produits. ..ça sera un vrais plus si on pourras savoir avant de commander quand il va être livré le produit . Coût de livraison aussi un peu élevé. ...surtout quand on fait plusieurs achats ...ça ne passe pas dans le même panier donc livraison taxé séparément,4,1488495600000
Virginie Marchal,Très bon site,5,1489273200000
Lotfi Rouabah,Fausse promo . ATTENTION grosse arnaque . Seul les rosedeal speedy sont interessent ... et encore,1,1490310000000
Yannick L.,Mise à jour me s ouvrant pas sur s6. .. dommage pour un site marchand,1,1489791600000
Philippe VOESA,Faite le nécessaire pour le transfert sur la  Carte SD.,2,1488927600000
Riadh CHAIBEDDRA,Prix intéressant mais les frais de port représente parfois plus de la moitié du prix.,2,1489791600000
Anaëlle Guérin,"Application qui buggue, qui fonctionne au ralenti: ""attention vous devez être connecté au réseau"" Je suis en 4G et il n'y aucun problème pour me connecter aux autres applications de ventes privées, sauf celle-ci...",2,1489618800000
Laura B,"Qlqs beugs, fausses promo en général et frais de port disproportionnés",2,1489791600000
Towin Goin,"Frais de port assez élevés... et pas de frais de port unique pr une commande lorsqu'on achete plusieurs produits différents... ce qui peut nous décourager à acheter. Exple: 1 polo RL à 45€ plus 6,90€ de frais de port, cela revient à 56€... et livraison en 3 semaines!!!! Autant attendre les soldes... problème aussi de disponibilités de produits... etc 1 mois pour être livré? C'est trop",3,1488495600000
Virginie Nguyen Viet,Hs depuis la mise à jour,1,1489273200000
Nicoz He,Icones de vente non optimisées sur tablette (trop petit),1,1490050800000
pierre ganzin,Fonctionne sur mon iPhone et non pas sur ma tablette Appli  nulle Prix douteux frisant la arnaque,1,1490997600000
Breizh MABRO,ATTENTION : la plupart des produits ne sont pas de vrais promotions. Vérifiez bien avant de commander et n'hésitez pas à contacter la DGCCRF,1,1490482800000
Leo Fargier,Application très bien optimisée !,5,1490310000000
Yoann Dufourmantelle,moins bien qu auparavant,4,1489964400000
nabil EL ABDI,Ok 👌,4,1491688800000
etienne pivette,De moins en moins bien. De plus en plus cher. Fin des bonnes affaires. Frais de port exorbitants.,2,1502488800000
Sibia Manpreet Singh,Good,5,1490911200000
,Il ne livre pas dans les dom tom,1,1490482800000
Prayan Marot,Ok,5,1491861600000
Kehli Imed Eddine,Cool promo sur les forfait téléphonique intéressent,5,1490911200000
kathy Bel,Super,4,1490310000000
Juste Clara,Cool💖💖💖💕💕💕😘👍👍👍👍👍👍👍👍👍💖💖💖💖💖💖💖💕💕💕💕💕👌👌👌💋💋💋💋💘💘💘💘💓💓💓💜💜💝💝💝💝💝💞💞💞💕💕💖💟💖💖💖💗💗💗💙💙💚💚💚,5,1490911200000
Meggy Suissa,Très fonctionnel.,5,1491516000000
Mélanie Gachet,J'adore et si il y a un problème on renvoie sans problème,5,1491256800000
Romain Rgt,Mouline sans arrêt sans aucun résultat..,1,1490997600000
Fabrice LE JEHAN,"Je me suis bien fait avoir ! Je commande un article à prix avantageux, frais de livraison à 6,50€ fixe, puis je reçois un colis d'un coloris différent (couleur vraiment moche), et pour renvoyer pas de possibilité d'échange + frais de 6,50€ de frais de renvoi si vous utiliser leur autocollant dédié au retour. Soit 13€ de perdu. Je suis allé en magasin, je l'ai eu au même prix en soldes sauf que j'ai pas perdu 13€. PS : ce n'est pas le seul problème, en bref passez votre route",1,1488841200000
Aliane Saliane,Ne s'installe pas sur carte SD,1,1490652000000
Hanaine Elhaj,Super belles choses et des promotions au top!,5,1496872800000
R Kreidier,C le top du top.,5,1491516000000
Kazo Shiro,"Si je pouvais ne mettre aucune étoile, je le ferais !! Je n'ai jamais vu un tel service, 1 mois pour se faire livrer alors que la date de livraison affichait 3 semaine, un service plus que pourrit ! Je vous déconseille TOTALEMENT d'acheter chez eux !!",1,1486681200000
Loucas 62230,Il se bloque,1,1488582000000
,Délais de livraison trooooooop longs ! ( Aussi le prix des livraisons est vraiment élevé ) Bonne application.,3,1488668400000
Oltores,Cool,5,1487977200000
Fred Delasara,Frais de livraison exorbitant et pour le retour obligé de passer par un Pc super pratique !!!! Et qui plus est les prix de base sont gonflés par apport au prix réel,2,1488236400000
Dominique Bédu,"Je viens de constater à mes dépens que les frais de port sont encore plus élevés que ce que je pensais !!! En effet récemment j'ai renvoyé partiellement un colis et on m'a fait payer 2 fois les frais: À LA COMMANDE ET AU RETOUR,  soit 2 fois 6€50= 13€ ! Un vrai scandale.",1,1487977200000
,"Commande reçue mais pas le bon produit. Aucun geste commercial pour s'excuser. Cette fois ci pour une autre commande, une semaine après la date de livraison prévue, toujours rien reçu. J'appelle le service client et on me dit qu'il y a un problème de stock, que je ne serai pas livré. Je serai remboursé sous une semaine. Toujours pas de geste commercial malgré ces deux ratés. Une honte !!!!",1,1488236400000
Matthieu MARTIN,"Super idee les ventes privees sur des produits des saisons precedentes. Il est vrai que les delais sont parfois tres long, 15jours seraient ideals pour recevoir la commande. Maintenant les prix sont carrement canons !!! Je ne vois ce que l ln peut reprocher. 65€ fdpi les 3 paires de basket lecoq sportif streetwear ... je n ose pas demande plus. Le retour des marchandises est un peu lourd mais ca fonctionne quand vous respectez la procedure. Petit bemol soulevez par des autres addicts de l appli ce matin. Le lancement de l appli ne fonctionne pas ce matin. Je suis sur que vous allez vite trouver le probleme. Et continue comme ca c est top VP",4,1487286000000
Rodolphe Franceschi,"Depuis la dernière version, une popup de publicité arrive intempestivement, c'est vraiment une mauvaise idée, je n'aime pas la publicité.   D'un point de vue ergonomique, c'est mal intégré et très invasif.    Équipe vente privee: changez nous ça",2,1487718000000
Vincent Louis,"Vente privée à bâti sa notoriété et fortune sur un principe. Vendre les produits fin de série ou déstockage des grandes marques avant le renouvellement de gamme de ces dernières. Vente privée ne travaille pas avec sa trésorerie mais la vôtre. Vous passez commande, ils encaissent l'argent, ensuite paye ses fournisseurs et vous envoie le colis. Délais d'attente extrêmement long pour le consommateur final et une société qui travaille en flux tendu en jouant avec votre argent. Par ailleurs les prix sont gonflés et barrés vous faisant croire que vous faites une affaire. Hors j'ai trouvé des dizaines d'articles moins cher sur Amazon par exemple. Produits cher, délais extrêmement long, remises fictives, Vente privée à fuir.",1,1487545200000
filipe moura,Méfiance C' est intéressant de bonne marque des prix cool c'est super mais avant de commande il faut compare les taro parce que des fois la promo est à peine intéressante de plus la livraison est un peu longue,3,1486854000000
Elodie Marchand,Je suis fan,5,1487718000000
Cherif Saadouni,attention anarque des prix truqués et on trouve moin cher ailleurs.,2,1488582000000
Gaëtan Bedel,A quand une vente de cigarettes électronique,5,1488236400000
William Martinetti,"Bonne application, de bonnes réductions sur de nombreuses marques.  Le bémol étant qu'on paie une livraison qui prends généralement un mois complet jusqu'à réception du colis.   Une livraison moins chère ne serait pas de refus.  J'ai également des soucis de connexions parfois. Autrement rien à dire 😊",4,1487286000000
Julie-Anne LELLEVE,Des notifications toutes les 30 secondes pour nous dire que notre panier va bientôt expirer !  Du harcèlement !,1,1488150000000
Badra Hafsi,Impossible de se connecter avec le compte facebook j'ai oublié mon mot de passe et quand on met mot de passe oublié cher membre une erreur est survenue ça fait déjà plus de 15 jours que ça dure,1,1486594800000
Celia belabas,Bravo,5,1487631600000
Carima Laouici,"Franchement site à éviter 😣 J'ai commandé sous 72 h pour être finalement livrée 3 semaines plus tard. Devais être livrée en face de chez moi, le colis a été déposé à 7,5 kms de chez moi. Dans le colis il manquait la soupape et le joint de ma cocotte. Tout ça pour être retourné. Fuyez ce site un bon conseil que j'aurais dû écouter !!",1,1487286000000
,Il ne veux pas remplis la formulaire car il me demande un mot de passe spécial. Contactez moi pour m'aider s'il vous plaît,1,1488236400000
Sylvie Richard,Frais de port très élevés et délais très très longs! Commande du 20/01 prévue entre le 6 et le 13 /02 et finalement livraison prolongée de 8 jours 👹.Donc il y a pas mal de ventes que je ne fais pas à cause du délai non respecté Et on ne peut même pas annuler la vente qd il y a non respect    de la livraison,3,1486854000000
Magali Meyer,Un mail pour prévenir 3 semaines après la commande que la taille sur les étiquettes ne correspond pas à celle demandée mais que l'article sera quand même à la bonne taille. Aujourd'hui livraison et retour à l'expéditeur parce que biensûre la taille ne correspond pas. Les sont évidemment à ma charge 6.90 euros ! Je desinstalle ADIEU,1,1488322800000
Jérémy ZANCHI,Ne respecte pas les délais d'expédition ni de livraison  Ma commande est en rupture de stock mais il ont quand même débiter mon compte,1,1488927600000
Marine Valdes,"Impossible de se connecter, l'application me dit mot de passe incorrect, malgré une ré-installation de l'appli. Quand je clique sur mot de passe oublié il me dit que je n'existe pas en tant que membre... Mon copain a ce problème depuis des semaines... Du coup, on a plus accès on va faire des économies 😄",1,1487286000000
Towin Goin,"Frais de port assez élevés... et pas de frais de port unique pr une commande lorsqu'on achete plusieurs produits différents... ce qui peut nous décourager à acheter. Exple: 1 polo RL à 45€ plus 6,90€ de frais de port, cela revient à 56€... et livraison en 3 semaines!!!! Autant attendre les soldes... problème aussi de disponibilités de produits... etc 1 mois pour être livré? C'est trop",3,1488495600000
Mullutla Mullutix,"Bonjour, appli interressante il y a 4 ou 5ans. Aujourd'hui vente privee propose des produits d'ancienne collection vendu parfois plus chere qu'en magasin. Aucune utilitée Entre autre application tres mauvaise.",1,1487113200000
Yann LE BIHAN,"Dans service client, il y a client et il y a service. Hors chez eux c'est juste service vente privée. C'est à dire qu'il ne cherche pas à satisfaire les clients. Incapable d'envoyer la commande pour laquelle on paye. Prélevé 1 mois avant la livraison. Les produits envoyés ne sont pas les bons. Tous les produits commandé ne sont même pas livrés. La suite, c'est vente privée qui décide, et ils en ont rien à faire de satisfaire le client... Bref, après avoir dépensé des milliers d'euros chez eux, voilà le traitement. En revoir vente privée, bonjour showroom privée.",1,1487718000000
christelle Le Van Tuong,"Le délai de livraison long une fois qu'on a compris on s'y habitue, mais le montant des frais de port excessifs comparé aux autres sites font que les prix ne sont plus du tout attractifs et que je ne commande plus rien sur vente privée !",2,1487545200000
PILOU-PILOU PILOU,"Cliente depuis des années, je constate que depuis un certain temps ce site perd de sa valeur. Les délais de livraison sont très élevés, rallongés, prix des produits plus cher qu'en boutique, les produits reçus ne correspondent pas exactement à ceux commandés. Il y a un mois j'ai commandé un sac de marque Kippling BLANC, je l'ai reçu beige avec bandoulière grise. Ce qui ne correspond en rien à celui commandé et ce n'est pas la première fois que ça se produit. Je n'arrive pas à joindre le service clientèle. De plus, depuis ce matin, je suis inconnue au bataillon !!!! A l'ouverture de l'application on me demande de rentrer mon mot de passe qui est refusé. Mon adresse mail qui est enregistrée depuis mon inscription il y a 8 ans, est erronée. Impossible d'accéder au site. On me demande de m'inscrire comme si j'étais une nouvelle cliente !!! Est-ce que vous faites ça pour gonfler votre liste clientèle ?? J'espère que c'est qu'une simple erreur de votre part et qu'elle va être vite corrigée sinon, je retire l'application. Vous n'êtes pas le seul site de ventes privées heureusement !!!! Se serait sympa d'une personne me contacte pour m'expliquer ce qui se passe. Merci",1,1487286000000
Kroust Cricri,Moi aussi l'application ne reconnais plus mon compte ... Cela doit être un bug qui je l'espère sera vite régler,1,1487286000000
dobby dob,Des prix parfois interessants... parfois pas ! Il faut toujours comparer avec d'autres sites et ne pas se fier aux prix annoncés qui sont toujours plus ou moins gonflés. Mais ça vous le savez !,3,1487890800000
Arnaud Roussel,"""Vente privée"" est la contraction de vente à prix élevé !!...  Pour infos j'étais client depuis des années... Et puis j'ai commencé à comparer les prix... Références... Frais de port... Quand j'avais le temps de trouver quelque chose !!!  Car même connecté à 7h la plupart des produits sont déjà épuisés...  Étrange ??  Produits d'appel fantômes ???...    D'une les prix sont chers et au dessus d'autres sites dans 99% des cas... Et les frais de port !!!  Que dire ???  Scandaleux ??...  C'est à peu près ça...  Quand acheter à l'étranger permet d'avoir très souvent des frais de port offert...  Mon dieu !!...  Ce site n'est pas pour les ""spécialistes"".  C'est un site pour les bobos qui sont convaincus de faire de bonnes affaires... Pour les autres les véritables ""malins""...  Ils sont ailleurs... La seule chose que j'aimais bien c'était la couleur et l'interface... Mais j'en ai marre de me lever à 6h50 pour...  Rien !!...   Donc j'achète à l'étranger Quand je veux dans la journée...   Ciao les bobos !!!...",1,1503007200000
Vanessa Sensée,Facile,5,1489014000000
OSODRAC Naxela,"Prix gonflés, fdp trop élèvés aucun intérêt.",1,1488668400000
,Jour sur le téléphone impossible le de me connecter à mon compte il me dis que mes identifiants ne sont pas ça. Comment faire car j'ai des commandes en cours.,3,1487286000000
Florence M,"L'appli ne connait plus mon compte, impossible de me connecter depuis ce matin ... et en allant sur le site internet on lit qu'il y a un problème technique. Il serait judicieux de mettre ce message également sur l'application.",1,1487286000000
Ingriid Piiou,"Les prix sont affreusement gonflés pour faire croire à des promos, qui ne le sont en faite pas du tout. Flagrant sur Desigual par exemple ! A FUIR !!!",1,1486594800000
Christophe Durand,Tondeuse très grande marque . pourri il faut vraiment se méfier,1,1489618800000
Sandrine Daniele,Je adore,5,1488582000000
,"Application nulle. Impossible d arriver a la page d accueil avec les ventes. 10,min a charger et toujours rien d afficher !!!! Quelle honte !!",1,1498687200000
Laura Pellerin,Bien mais le GROS point noir c'est les délais de livraison VRAIMENT BEAUCOUP TROP LONG,3,1487286000000
,Ipere bien j'aime trop on trouve tout à moitié prix je vous le conseille 😊,4,1486767600000
Leila Daouayry,Application canon mais depuis le 17/02/2017 l'accès ne reconnaît pas mon mot de passe alors qu'avec l'ordinateur aucun souci !!!!!,5,1487545200000
Jo Fission,Ne n'arrive plus à me connecter à l'application et il ne reconnait plus mon adresse mail. Dommage car bien fichu sinon,3,1487286000000
Willy LE LAMER,"Client depuis de nombreuses années, je n' ai jamais été déçu par VP. Bravo !",5,1486940400000
Ludo Laclau,Incompétents dans leur gestion des commandes et des stocks ! Et un Sav à revoir de toute urgence !!!,1,1487286000000
,Sympa mais le frais de port est vraiment trop cher ! Franchement abusé quand on veut acheter un truc qui est remisé à moin cinquante pour au finale ça revient à presque le même prix initiale en rajoutant les frais de port ça ne vaut pas la peine au final.,3,1485385200000
GG camino,Pas mal par contre mauvaise pioche pour les  places de spectacles ce sont  les moins bien placées.,3,1487026800000
natacha abalo,Plus possible de se connecter Après MAJ. on me dit mot de passe incorrect,1,1487286000000
,"Impossible de se connecter, et lorsque que l'on met ""mot de passe oublié"" le site dit que le compte n'existe pas ! VP que se passe-t-il ?!",1,1487286000000
marc gross,Alors j'adore cette application mais il y'a un réel soucis quand on fait sont Shopping sur l'application on accède à une vente on le mets dans le panier puis si on veut faire un autre achat via une autre vente impossible il faut dabort payer son article je trouve sa lamentable ... schowroom le fait ça le faite de pouvoir accéder à toute les ventes mais après avoir mis un article d'une autre vente dans le panier à régler de toute urgence!!!!,4,1486076400000
Mullutla Mullutix,"Bonjour, appli interressante il y a 4 ou 5ans. Aujourd'hui vente privee propose des produits d'ancienne collection vendu parfois plus chere qu'en magasin. Aucune utilitée Entre autre application tres mauvaise.",1,1487113200000
Ferhat Chala,A nous les affaires 😆😆😆,5,1486508400000
Alison Le Garec,Impossible de se connecter depuis ce matin. Mot de passe et compte non reconnus.,1,1487286000000
Nayla Bacar,Impossible de se connecter,4,1487286000000
donya samira,une mise à jour qui serre a rien j ne peux tjr pas voir les articles en zoom j'aime bcp l'application et j commande souvent mais la svp corriger le problème au plus vite,3,1486854000000
Lily Rom,"Enfin une touche ""raccourcis"" pour acceder aux differents type de ventes ! Un effort sur les FDP serait apprciable car un p..beaucoup cher ! Des fois ca ne vaut meme pas le coup d acheter des produits type accessoires telephone ou bijoux car les FDP sont soit au meme prix soit plus cher que les produits",4,1485903600000
Julie Rault,Je n'arrive pas à me connecter avec mon adresse mail alors que j'ai déjà été sur l'application avec celle - ci ! J'essaye avec plusieurs adresse mais rien ne marche ! 👎,1,1485990000000
Virginie Gérald Suissa,Site bien pensé mais délais de livraisons trop long et frais de port assez cher par rapport à ses concurrents.,3,1488150000000
Nina Soulier,Délai de réception beaucoup trop long comparé au coût de livraison.,2,1486940400000
Lana Dizito,Dans cet application pas droit à l erreur j ai commande des places de ciné moitié prix seulement on ne m a pas indiqué la procédure pour les récupérer  .Et du coup  j ai perdu la somme,1,1486335600000
léa pasco,"L'application est bien..  Mais le temps d'attente est vraiment TROP TROP TROP LONG... Trop long...  Encore un pour la route... Trop long !!!!!!!  ( j'ai commandé début janvier et ma commande n'est toujours pas prête --"")",2,1485385200000
Vanessa Vazquez,Idem n'arrive plus à me connecter,4,1487286000000
,"Il y a toujours quelque chose qui ne va pas! Après avoir désinstallé et réinstallé l'application, il est toujours impossible de visualiser les photos des voyages...pas mal quand on recherche des vacances!!!",3,1486335600000
franck coco,Impossible de lire les numéros de commandes dans l'application car on ne peut pas zoomer. Obligé de se connecter sur le site,2,1485730800000
Beni Bes,Montre chinoise vendu pour être des montres chères et vente pour lunettes Ray Ban qui a épuisé tout en moins d une minute .bizarre,1,1487458800000
Patrick Score,Fausse bonne affaire.,1,1490137200000
Arnaud Wagner,Impossible de se connecter,1,1487286000000
,Impossible de se connecter depuis ce matin.sa me dit pas de compte associer,3,1487286000000
Camilizer harmonizer,Non,1,1486940400000
patrick FRANCOIS,Je me suis fais escroquer avec 2 logiciel pour anglais et espagnol qui était obsolète pour les ordinateurs d'aujourd'hui .,1,1505167200000
Julien Perney,Je ne peut plus avoir acces a mon compte il me di mot de passe incorrect merci de remedié a ce probleme,3,1487286000000
Samantha Salisse,C est pas mal pour certaines ventes. Mais pour la plupart on se demande s'ils ne gonflent pas les prix pour ensuite proposer des fausses réductions. J ai acheté un produit (en plusieurs quantité) 7.50e au lieu de 13e + 7e de fdp... Quand j ai vu au magasin que le produit se vend 8e... Mais on ne peut pas annuler de vente... Même si on vient de la passer et qu'elle est expédiée seulement 3 semaines après.. Rares sont les bonnes occasions.,3,1486076400000
stanley chen,Génial,5,1493244000000
Stéphanie Green,Les frais de port sont trop élevés.  Dommage.  Je passe mon chemin.,1,1491084000000
CHRIS RMO,Tres intuitive,5,1487718000000
,Trop cool une superbe appli j'adore,5,1489532400000
,Impossible de se connecter aujourd'hui,3,1487286000000
,Cool merci,5,1487458800000
,Ohhhh c est magnifique,5,1486854000000
Mon MondeMSP,Super appli les prix son vraiment mojn cher,5,1485903600000
joffrey steppe,Frais de port trop chère je trouve sinon appli simpa showroom privé beaucoup moin chère en frais de port .,1,1485212400000
,"Appli très bien avant les dernières mises à jour mais depuis ces dernières ""L'achat Express"" est beaucoup trop long du coup le stock est épuisé au moment d'ajouter au panier et l'historique des commandes est beaucoup moins intuitif. J'aurais mis 5 étoiles avant ces mises à jour.",2,1485039600000
Suzanne l,Très efficace,4,1485212400000
vlad drakiss,Pas description article,1,1485730800000
Jérôme DAMION,L'appli se lance tout le temps. Je clique sur un lien dans Facebook et cette appli s'ouvre systématiquement. Obligé de désinstaller car c'est pénible !,1,1486249200000
Priscillia Gomis,"Ça pourrait être mieux J'enlève déjà 1 première étoile car qd je m'inscris à une future vente, je ne reçois JAMAIS la notification alors que je demande à être alertée. Résultat ? Je passe à côté de bonnes affaires ! 2ème étoile en moins pcq je trouve les FdP vraiment trop chers comparés à d'autres sites de ventes privées. Ça me freine dans l'achat.",3,1484694000000
Priscilla Mori,"Ras le bol des notification J'ai demandé à ne plus recevoir de notification sur mon téléphone, j'en reçois 2/3 par jour...  Désinstallé",1,1484262000000
Loic Saillard,Supers affaires surtout sur la mode homme femme enfant,5,1485903600000
,Site cher et frais de livraison trop cher c'est honteux,1,1489446000000
jean luc Gray,"Appli très mediocre Impossible à s'inscrire, cela relève du parcours du combattant, car ne veut pas de mon adresse mail qu'il considère comme invalide....je préfère abandonner après X tentatives....",1,1484434800000
Gilles Littaye,Bonne appli mais... Votre mise à jour fait qu'il n'y a plus la possibilité de faire un ajout dans le panier en achat express... je ne changerai pas ma note tant que ça ne sera pas réglé.,3,1484434800000
Yaxoo VLT,Déçu Jai commandé un tapis en octobre... on est en janvier tjs rien du coup jai demander le remboursement. Sur lappli ils me disent que le tapis est au depot.. ms ils ne trouvent pas bref je suis déçus,2,1484694000000
,De très bonnes affaires....avec un peu de patience....ça vaut vraiment le coup d'attendre.....j'adooooore!!!!!!,5,1485471600000
Bourneuf Sylvie,Déjà cliente impossible de me connecter à l'application,1,1485385200000
Alex B,J'adore cet appli !,5,1486249200000
Afenie Afenie,Je suis déjà inscrite il a fallut que je refasse tout pour au final me dire je suis déjà dans le fichier on peut pas valider etc... bref nul c'est n'importe quoi,1,1485212400000
Jérémy Brault,Ouverture systématique de l'application à partir des liens. C'est insupportable.,1,1486422000000
,"Mise a jour médiocre Depuis la dernière mise a jour lep bouton ""achat express ""n'existe plus !!! Du coup la manipulation pour mettre qque chose dans le panier est bcp trop longue et a la fin... cest trop tard!!!",1,1484262000000
Momo Miniman,Je met que 3 etoiles car quelque soit le montant d'achat il faut toujours payer les frais de livraison.  Du coup pr certains articles ça freine...,3,1484780400000
christophe jallais,"Je veux la rotation de l'application sur téléphone, tout le monde n'a pas un timbre poste et utilise bien son téléphone dans le sens qui lui va le mieux !!! De plus la liste des commandes passées est incomplètes depuis les dernières mises à jour...",2,1484780400000
marie lyna,"Du n'importe quoi De la vraiment m**** je m'inscris, je veux ensuite m'identifier pour entrer dans l'application il me dit que l'émail est inexistant alors je veux m'inscrire il me dit que l'émail existe déjà du n'importe quoi même sur le site internet sa ne fonctionne pas et aucun e-mail de confirmation juste de bienvenu",1,1484175600000
sabrioche haug,"des produits de marque à des prix avantageux mais les frais d envois assez excessifs et délai de livraison très, très,TRÈS long !",4,1485990000000
franck coco,Impossible de lire les numéros de commandes dans l'application car on ne peut pas zoomer. Obligé de se connecter sur le site,2,1485730800000
Emma DEVISMES,"Pffff effectivement, vraiment pourrie cette appli..... N'accepte pas mes identifiants.....Du grand n'importe quoi 😣",1,1484866800000
Corine lachance,Cool,5,1487458800000
lucile scheppler,Super,5,1486508400000
philippe motte,PB mise à jour L'appli me transfert sur play store mais ne me propose que d'ouvrir et non de mettre à jour. Frais de livraison trop cher. Un seuil de dépenses devrait être fixé pour ne pas avoir à les payer. C'est un vrai frein aux achats.,3,1484694000000
Amandine Vaillant,Bonne appli J'adore je commande souvent je ne suis jamais déçu ! Par contre frais de ports trop cher!,4,1484694000000
clement millereux,Frais de port hors de prix Dommage! Marchandise parfois non disponible ou déjà épuisée lors de la mise en vente.,2,1484694000000
Hacene Ouela,Si good,5,1490482800000
,Très bien,4,1485990000000
Sabrina Mercier,"Intéressant et efficace Des prix très intéressants. ..certes les frais de port sont un peu élevés mais l'intérêt de ce type de site est de commander en groupé ou pour des montants plus élevés mais c'est vrai qu'un abonnement à l'année peut être intéressant pour les habitues, les prix sont souvent plus faibles que chez les concurrents. ..le délai de livraison est long, mais quand on est au courant on s'y fait. J'ai fais appel plusieures fois au service après vente, rapide et efficace à chaque fois...",4,1484262000000
Loic BELAIR,Impossible de se connecter en maintenance grrrr,1,1485471600000
